"Survey","RowID","AOU","X","Y","Date","Count","Occ","NCap"
"BBL",4013,"CAGO",-75.13629,38.55981,2018-01-11,1,1,1
"BBL",8525,"MALL",-75.13697,38.37751,2016-01-05,1,1,1
"BBL",11649,"WODU",-75.13737,38.65161,2018-10-30,1,1,1
"BBL",7702,"GSGO",-75.1384,38.75129,2018-03-08,2,1,2
"BBL",4981,"CAGO",-75.1385,38.48509,2018-12-14,1,1,1
"BBL",9926,"MALL",-75.13923,38.56634,2018-12-15,1,1,1
"BBL",7409,"GSGO",-75.13935,38.70207,2017-02-16,1,1,1
"BBL",7489,"GSGO",-75.13935,38.76006,2017-03-06,1,1,1
"BBL",7494,"GSGO",-75.13935,38.76006,2017-03-07,1,1,1
"BBL",27,"ABDU",-75.13935,38.77456,2016-01-18,1,1,1
"BBL",63,"ABDU",-75.13935,38.77456,2016-01-30,1,1,1
"BBL",4020,"CAGO",-75.13935,38.77456,2018-01-12,1,1,1
"BBL",8275,"GSGO",-75.13935,38.77456,2021-02-13,1,1,1
"BBL",3133,"CAGO",-75.13959,38.52439,2017-01-31,1,1,1
"BBL",1685,"CAGO",-75.14063,38.6539,2016-01-16,1,1,1
"BBL",7422,"GSGO",-75.14144,38.77221,2017-02-18,1,1,1
"BBL",7911,"GSGO",-75.14184,38.76253,2019-03-05,1,1,1
"BBL",3830,"CAGO",-75.14264,38.51734,2017-12-29,1,1,1
"BBL",8350,"GSGO",-75.14264,38.51734,2021-03-04,1,1,1
"BBL",7799,"GSGO",-75.14286,38.74058,2019-01-24,1,1,1
"BBL",854,"ABDU",-75.1433,38.28465,2020-01-20,1,1,1
"BBL",7359,"GSGO",-75.14352,38.22928,2017-01-25,1,1,1
"BBL",522,"ABDU",-75.14352,38.22928,2018-01-20,2,1,2
"BBL",8914,"MALL",-75.14366,38.3315,2016-12-20,1,1,1
"BBL",7931,"GSGO",-75.14492,38.76093,2019-03-11,1,1,1
"BBL",7854,"GSGO",-75.14561,38.7494,2019-02-15,1,1,1
"BBL",8288,"GSGO",-75.14587,38.72397,2021-02-15,2,1,2
"BBL",7908,"GSGO",-75.14621,38.75035,2019-03-04,1,1,1
"BBL",8015,"GSGO",-75.14639,38.75778,2020-01-12,3,1,3
"BBL",7708,"GSGO",-75.14673,38.75686,2018-03-10,2,1,2
"BBL",5798,"CAGO",-75.14836,38.55932,2019-12-21,1,1,1
"BBL",8359,"GSGO",-75.14871,38.41097,2021-03-09,1,1,1
"BBL",7960,"GSGO",-75.15064,38.75179,2019-12-14,1,1,1
"BBL",7577,"GSGO",-75.15074,38.62011,2018-01-16,1,1,1
"BBL",6500,"CAGO",-75.15109,38.48948,2020-12-23,1,1,1
"BBL",6187,"CAGO",-75.15114,38.48949,2020-01-29,1,1,1
"BBL",7363,"GSGO",-75.15118,38.4965,2017-01-27,1,1,1
"BBL",7707,"GSGO",-75.15185,38.74891,2018-03-10,3,1,3
"BBL",7925,"GSGO",-75.15245,38.76431,2019-03-09,1,1,1
"BBL",8147,"GSGO",-75.15259,38.49095,2020-03-06,1,1,1
"BBL",8657,"MALL",-75.15262,38.27136,2016-01-26,1,1,1
"BBL",11186,"WODU",-75.15262,38.27136,2016-01-27,2,1,2
"BBL",133,"ABDU",-75.15262,38.27136,2016-12-15,1,1,1
"BBL",435,"ABDU",-75.15262,38.27136,2018-01-09,1,1,1
"BBL",695,"ABDU",-75.15262,38.27136,2019-01-15,1,1,1
"BBL",10491,"MALL",-75.15262,38.37388,2020-01-21,1,1,1
"BBL",190,"ABDU",-75.15368,38.21343,2017-01-02,1,1,1
"BBL",6337,"CAGO",-75.1543,38.20207,2020-08-12,1,1,1
"BBL",9713,"MALL",-75.15522,38.53594,2018-01-23,1,1,1
"BBL",4752,"CAGO",-75.15574,38.39539,2018-06-30,9,1,9
"BBL",7227,"GSGO",-75.1566,38.48411,2016-02-08,1,1,1
"BBL",372,"ABDU",-75.15665,38.44261,2017-12-19,1,1,1
"BBL",7862,"GSGO",-75.15665,38.44261,2019-02-16,1,1,1
"BBL",8130,"GSGO",-75.15787,38.77456,2020-02-27,1,1,1
"BBL",410,"ABDU",-75.15797,38.77136,2018-01-01,1,1,1
"BBL",4244,"CAGO",-75.15832,38.33697,2018-01-20,1,1,1
"BBL",9557,"MALL",-75.16082,38.36022,2018-01-11,1,1,1
"BBL",3774,"CAGO",-75.16104,38.36059,2017-12-25,1,1,1
"BBL",613,"ABDU",-75.16107,38.21486,2018-11-14,1,1,1
"BBL",10669,"MALL",-75.1611,38.51734,2020-12-16,1,1,1
"BBL",2649,"CAGO",-75.16149,38.74869,2016-12-31,1,1,1
"BBL",7339,"GSGO",-75.16149,38.74869,2017-01-14,1,1,1
"BBL",7496,"GSGO",-75.16149,38.74869,2017-03-08,1,1,1
"BBL",8911,"MALL",-75.16169,38.28148,2016-12-19,1,1,1
"BBL",10253,"MALL",-75.16175,38.77761,2019-10-25,1,1,1
"BBL",400,"ABDU",-75.16213,38.79039,2017-12-29,1,1,1
"BBL",10613,"MALL",-75.1624,38.41385,2020-11-14,1,1,1
"BBL",10318,"MALL",-75.16302,38.53006,2019-12-14,1,1,1
"BBL",6279,"CAGO",-75.16313,38.37869,2020-03-05,1,1,1
"BBL",7351,"GSGO",-75.16315,38.52977,2017-01-20,1,1,1
"BBL",8032,"GSGO",-75.16315,38.52977,2020-01-20,1,1,1
"BBL",8145,"GSGO",-75.16316,38.69406,2020-03-03,1,1,1
"BBL",10552,"MALL",-75.16383,38.29934,2020-01-31,1,1,1
"BBL",6112,"CAGO",-75.16431,38.24537,2020-01-23,1,1,1
"BBL",204,"ABDU",-75.16455,38.65628,2017-01-07,1,1,1
"BBL",92,"ABDU",-75.16535,38.57207,2016-10-28,1,1,1
"BBL",1513,"CAGO",-75.16542,38.46039,2016-01-01,1,1,1
"BBL",7852,"GSGO",-75.16563,38.44779,2019-02-15,1,1,1
"BBL",3386,"CAGO",-75.16564,38.36363,2017-09-02,1,1,1
"BBL",6599,"CAGO",-75.16668,38.33926,2021-01-15,1,1,1
"BBL",7771,"GSGO",-75.16672,38.49515,2019-01-14,1,1,1
"BBL",11650,"WODU",-75.16707,38.71781,2018-11-02,1,1,1
"BBL",8224,"GSGO",-75.16711,38.44483,2021-01-28,1,1,1
"BBL",7924,"GSGO",-75.16775,38.736,2019-03-09,1,1,1
"BBL",9483,"MALL",-75.1683,38.26151,2018-01-02,1,1,1
"BBL",11530,"WODU",-75.1683,38.26151,2018-02-10,1,1,2
"BBL",9784,"MALL",-75.1683,38.26151,2018-02-10,1,1,2
"BBL",1367,"AGWT",-75.1683,38.26151,2020-11-16,1,1,1
"BBL",5215,"CAGO",-75.16847,38.4811,2019-01-12,1,1,1
"BBL",7543,"GSGO",-75.16877,38.7275,2018-01-01,1,1,1
"BBL",7797,"GSGO",-75.16904,38.48048,2019-01-23,1,1,1
"BBL",7901,"GSGO",-75.16963,38.42401,2019-03-02,1,1,1
"BBL",42,"ABDU",-75.16963,38.482,2016-01-23,1,1,1
"BBL",7324,"GSGO",-75.16963,38.482,2017-01-07,1,1,1
"BBL",7701,"GSGO",-75.16963,38.4965,2018-03-08,1,1,1
"BBL",9924,"MALL",-75.16967,38.46608,2018-12-15,1,1,1
"BBL",11113,"SUSC",-75.17046,38.58878,2016-01-12,1,1,1
"BBL",1054,"ABDU",-75.1711,38.77252,2021-01-29,1,1,1
"BBL",8203,"GSGO",-75.17357,38.76346,2021-01-20,1,1,1
"BBL",7274,"GSGO",-75.1738,38.4967,2016-03-04,1,1,1
"BBL",350,"ABDU",-75.17487,38.27238,2017-12-13,1,1,1
"BBL",7677,"GSGO",-75.17509,38.44261,2018-02-21,1,1,1
"BBL",9246,"MALL",-75.17516,38.26351,2017-03-16,4,1,5
"BBL",309,"ABDU",-75.17516,38.26351,2017-03-16,1,1,5
"BBL",636,"ABDU",-75.17639,38.77456,2018-12-12,1,1,1
"BBL",7643,"GSGO",-75.17669,38.46315,2018-02-14,1,1,1
"BBL",1120,"ABDU",-75.17687,38.64061,2021-11-25,1,1,1
"BBL",8080,"GSGO",-75.1771,38.51664,2020-02-06,1,1,1
"BBL",7853,"GSGO",-75.17845,38.44786,2019-02-15,1,1,1
"BBL",3436,"CAGO",-75.17865,38.29186,2017-09-08,1,1,1
"BBL",888,"ABDU",-75.17865,38.29186,2020-02-08,1,1,1
"BBL",185,"ABDU",-75.17865,38.35338,2016-12-31,1,1,1
"BBL",9992,"MALL",-75.17865,38.35338,2018-12-31,1,1,1
"BBL",352,"ABDU",-75.17895,38.6751,2017-12-13,1,1,1
"BBL",7031,"CAGO",-75.17895,38.6751,2021-09-21,1,1,1
"BBL",7482,"GSGO",-75.17955,38.51734,2017-03-01,1,1,1
"BBL",8269,"GSGO",-75.17955,38.51734,2021-02-12,1,1,1
"BBL",5712,"CAGO",-75.17969,38.34557,2019-09-13,1,1,1
"BBL",1533,"CAGO",-75.18088,38.32262,2016-01-02,1,1,1
"BBL",260,"ABDU",-75.18088,38.32262,2017-01-28,1,1,1
"BBL",10388,"MALL",-75.18088,38.32262,2019-12-30,1,1,1
"BBL",10622,"MALL",-75.18088,38.32262,2020-11-19,1,1,1
"BBL",10022,"MALL",-75.18248,38.25565,2019-01-10,1,1,1
"BBL",9507,"MALL",-75.18248,38.38959,2018-01-05,1,1,1
"BBL",9591,"MALL",-75.18248,38.38959,2018-01-13,1,1,1
"BBL",7595,"GSGO",-75.18272,38.47633,2018-01-27,1,1,1
"BBL",10845,"MALL",-75.18341,38.56085,2021-01-23,1,1,1
"BBL",4242,"CAGO",-75.18368,38.33372,2018-01-20,2,1,2
"BBL",5680,"CAGO",-75.18385,38.30534,2019-09-07,1,1,1
"BBL",10961,"MALL",-75.18385,38.30534,2021-10-16,1,1,1
"BBL",7651,"GSGO",-75.18405,38.46286,2018-02-17,2,1,2
"BBL",8730,"MALL",-75.1846,38.549,2016-01-30,1,1,2
"BBL",5155,"CAGO",-75.18704,38.43253,2019-01-05,1,1,1
"BBL",93,"ABDU",-75.18767,38.78689,2016-10-28,1,1,1
"BBL",1280,"AGWT",-75.18844,38.77705,2019-01-23,1,1,1
"BBL",937,"ABDU",-75.18991,38.17169,2020-11-16,1,1,1
"BBL",1395,"AGWT",-75.19012,38.77568,2021-01-23,1,1,1
"BBL",673,"ABDU",-75.19059,38.2502,2019-01-08,1,1,1
"BBL",4241,"CAGO",-75.19077,38.3079,2018-01-20,1,1,1
"BBL",466,"ABDU",-75.19081,38.30804,2018-01-13,1,1,1
"BBL",1026,"ABDU",-75.19166,38.30212,2021-01-18,1,1,1
"BBL",8210,"GSGO",-75.19166,38.30212,2021-01-22,1,1,1
"BBL",3597,"CAGO",-75.19166,38.34312,2017-11-23,2,1,2
"BBL",4769,"CAGO",-75.19166,38.34312,2018-09-01,1,1,1
"BBL",1287,"AGWT",-75.19236,38.78352,2019-01-26,1,1,1
"BBL",8858,"MALL",-75.19335,38.79005,2016-12-15,1,1,1
"BBL",7452,"GSGO",-75.19352,38.42811,2017-02-22,1,1,1
"BBL",221,"ABDU",-75.19352,38.44261,2017-01-14,1,1,1
"BBL",7621,"GSGO",-75.19352,38.44261,2018-02-06,1,1,1
"BBL",7902,"GSGO",-75.19352,38.44261,2019-03-02,1,1,1
"BBL",12050,"WODU",-75.19352,38.44261,2020-11-14,1,1,1
"BBL",8191,"GSGO",-75.19352,38.44261,2021-01-16,1,1,1
"BBL",8257,"GSGO",-75.19352,38.44261,2021-02-08,1,1,1
"BBL",6898,"CAGO",-75.19352,38.44261,2021-09-03,1,1,1
"BBL",8816,"MALL",-75.19352,38.45711,2016-11-22,1,1,1
"BBL",8818,"MALL",-75.19352,38.45711,2016-11-23,1,1,1
"BBL",10859,"MALL",-75.19396,38.30834,2021-01-26,1,1,1
"BBL",7763,"GSGO",-75.19509,38.77761,2019-01-12,1,1,1
"BBL",11079,"NOPI",-75.19576,38.48659,2017-01-23,1,1,1
"BBL",10901,"MALL",-75.19599,38.36679,2021-01-30,1,1,1
"BBL",5213,"CAGO",-75.19649,38.39789,2019-01-12,1,1,1
"BBL",2992,"CAGO",-75.19879,38.77761,2017-01-23,1,1,1
"BBL",9327,"MALL",-75.19894,38.5915,2017-11-25,1,1,1
"BBL",9038,"MALL",-75.19929,38.32262,2017-01-07,1,1,1
"BBL",692,"ABDU",-75.19934,38.7828,2019-01-14,1,1,1
"BBL",10268,"MALL",-75.20021,38.28604,2019-11-18,1,1,1
"BBL",7762,"GSGO",-75.20056,38.72765,2019-01-12,1,1,1
"BBL",12024,"WODU",-75.20178,38.32056,2020-10-17,1,1,1
"BBL",514,"ABDU",-75.2038,38.09179,2018-01-19,1,1,1
"BBL",2818,"CAGO",-75.20417,38.77456,2017-01-14,1,1,1
"BBL",7415,"GSGO",-75.20417,38.77456,2017-02-17,3,1,3
"BBL",4350,"CAGO",-75.20468,38.31237,2018-01-25,1,1,1
"BBL",10923,"MALL",-75.20514,38.6956,2021-02-06,1,1,3
"BBL",8243,"GSGO",-75.20514,38.6956,2021-02-06,2,1,3
"BBL",7989,"GSGO",-75.20601,38.09444,2019-12-31,1,1,1
"BBL",632,"ABDU",-75.2065,38.08061,2018-12-11,1,1,1
"BBL",4772,"CAGO",-75.20655,38.43236,2018-09-01,1,1,1
"BBL",9073,"MALL",-75.20831,38.28652,2017-01-12,1,1,1
"BBL",8173,"GSGO",-75.20841,38.50209,2020-12-30,1,1,1
"BBL",8189,"GSGO",-75.20841,38.50209,2021-01-14,1,1,1
"BBL",8306,"GSGO",-75.20841,38.50209,2021-02-19,1,1,1
"BBL",8312,"GSGO",-75.20841,38.50209,2021-02-22,1,1,1
"BBL",8343,"GSGO",-75.20841,38.50209,2021-03-01,1,1,1
"BBL",1381,"AGWT",-75.20876,38.26441,2020-12-19,1,1,1
"BBL",665,"ABDU",-75.20882,38.54928,2018-12-29,1,1,1
"BBL",10135,"MALL",-75.20896,38.26071,2019-01-24,1,1,1
"BBL",11117,"SUSC",-75.20903,38.17706,2016-01-30,1,1,1
"BBL",1373,"AGWT",-75.20903,38.17706,2020-11-27,1,1,1
"BBL",6679,"CAGO",-75.20903,38.17706,2021-01-23,1,1,1
"BBL",874,"ABDU",-75.20951,38.0875,2020-01-25,1,1,1
"BBL",12129,"WODU",-75.20963,38.29105,2021-01-30,1,1,1
"BBL",4709,"CAGO",-75.21138,38.39119,2018-04-16,1,1,1
"BBL",9074,"MALL",-75.21149,38.28679,2017-01-12,1,1,1
"BBL",11049,"MALL",-75.21368,38.447,2021-12-27,1,1,1
"BBL",7555,"GSGO",-75.21396,38.64785,2018-01-05,1,1,1
"BBL",629,"ABDU",-75.21574,38.58428,2018-11-24,1,1,1
"BBL",7882,"GSGO",-75.21721,38.45369,2019-02-20,1,1,1
"BBL",411,"ABDU",-75.21731,38.77761,2018-01-01,1,1,1
"BBL",5092,"CAGO",-75.21731,38.77761,2018-12-28,1,1,1
"BBL",6875,"CAGO",-75.21731,38.77761,2021-09-01,1,1,1
"BBL",189,"ABDU",-75.21769,38.17764,2017-01-02,1,1,1
"BBL",10484,"MALL",-75.21769,38.17764,2020-01-20,1,1,1
"BBL",12347,"WODU",-75.21769,38.26463,2021-12-23,1,1,2
"BBL",11038,"MALL",-75.21769,38.26463,2021-12-23,1,1,2
"BBL",9214,"MALL",-75.21769,38.27913,2017-02-11,1,1,1
"BBL",8947,"MALL",-75.21769,38.29362,2016-12-24,1,1,1
"BBL",7203,"GSGO",-75.21769,38.32262,2016-01-22,1,1,1
"BBL",127,"ABDU",-75.21769,38.32262,2016-12-12,1,1,1
"BBL",164,"ABDU",-75.21769,38.32262,2016-12-24,1,1,1
"BBL",11335,"WODU",-75.21769,38.32262,2017-01-03,1,1,1
"BBL",9196,"MALL",-75.21769,38.32262,2017-01-28,1,1,1
"BBL",3582,"CAGO",-75.21769,38.32262,2017-11-21,1,1,1
"BBL",9551,"MALL",-75.21769,38.32262,2018-01-10,1,1,1
"BBL",1311,"AGWT",-75.21769,38.32262,2019-11-16,1,1,1
"BBL",10335,"MALL",-75.21769,38.32262,2019-12-19,1,1,2
"BBL",792,"ABDU",-75.21769,38.32262,2019-12-19,1,1,2
"BBL",11098,"NOPI",-75.21769,38.32262,2020-01-11,1,1,1
"BBL",855,"ABDU",-75.21769,38.32262,2020-01-20,1,1,2
"BBL",10485,"MALL",-75.21769,38.32262,2020-01-20,1,1,2
"BBL",10744,"MALL",-75.21769,38.32262,2020-12-30,1,1,1
"BBL",12237,"WODU",-75.21769,38.32262,2021-10-16,1,1,1
"BBL",1863,"CAGO",-75.21769,38.39511,2016-01-30,1,1,1
"BBL",2502,"CAGO",-75.21769,38.39511,2016-12-23,1,1,1
"BBL",2639,"CAGO",-75.21769,38.39511,2016-12-31,1,1,1
"BBL",889,"ABDU",-75.21769,38.39511,2020-02-08,1,1,1
"BBL",10140,"MALL",-75.21792,38.71305,2019-01-24,1,1,1
"BBL",7451,"GSGO",-75.21817,38.42424,2017-02-22,1,1,1
"BBL",959,"ABDU",-75.21841,38.0696,2020-12-15,1,1,1
"BBL",4409,"CAGO",-75.21878,38.36103,2018-01-27,1,1,1
"BBL",9069,"MALL",-75.21896,38.27095,2017-01-11,1,1,1
"BBL",337,"ABDU",-75.21896,38.27095,2017-11-23,1,1,1
"BBL",9788,"MALL",-75.21896,38.27095,2018-02-15,1,1,1
"BBL",5654,"CAGO",-75.21943,38.77838,2019-09-04,1,1,1
"BBL",9409,"MALL",-75.21959,38.46311,2017-12-23,1,1,1
"BBL",5824,"CAGO",-75.21963,38.32512,2019-12-22,1,1,1
"BBL",7199,"GSGO",-75.22074,38.46039,2016-01-18,1,1,1
"BBL",962,"ABDU",-75.22177,38.24791,2020-12-16,1,1,1
"BBL",11029,"MALL",-75.22457,38.31761,2021-12-21,1,1,1
"BBL",380,"ABDU",-75.22464,38.83352,2017-12-23,1,1,1
"BBL",7389,"GSGO",-75.22589,38.63248,2017-02-08,1,1,1
"BBL",2157,"CAGO",-75.22599,38.54024,2016-09-03,1,1,1
"BBL",1197,"AGWT",-75.22704,38.80595,2016-12-21,1,1,1
"BBL",1145,"ABDU",-75.22948,38.25305,2021-12-27,1,1,1
"BBL",1190,"AGWT",-75.23116,38.75885,2016-11-30,1,1,1
"BBL",7407,"GSGO",-75.23116,38.75885,2017-02-15,1,1,1
"BBL",5144,"CAGO",-75.23134,38.83912,2019-01-03,1,1,1
"BBL",8149,"GSGO",-75.23134,38.83912,2020-03-07,1,1,1
"BBL",8287,"GSGO",-75.23158,38.61252,2021-02-15,1,1,1
"BBL",12236,"WODU",-75.23178,38.29583,2021-10-16,1,1,1
"BBL",4304,"CAGO",-75.23195,38.77456,2018-01-22,3,1,3
"BBL",7883,"GSGO",-75.23195,38.77456,2019-02-20,1,1,1
"BBL",9640,"MALL",-75.23206,38.74746,2018-01-15,1,1,1
"BBL",10602,"MALL",-75.23284,38.764,2020-10-24,1,1,1
"BBL",7761,"GSGO",-75.23344,38.72091,2019-01-12,1,1,1
"BBL",8564,"MALL",-75.23359,38.26012,2016-01-13,1,1,1
"BBL",4156,"CAGO",-75.2343,38.7868,2018-01-16,1,1,1
"BBL",6395,"CAGO",-75.23469,38.31707,2020-09-12,1,1,1
"BBL",4691,"CAGO",-75.23469,38.32817,2018-03-07,1,1,1
"BBL",7691,"GSGO",-75.23491,38.44485,2018-02-28,1,1,1
"BBL",7326,"GSGO",-75.23491,38.51734,2017-01-07,1,1,1
"BBL",9655,"MALL",-75.23491,38.51734,2018-01-17,1,1,1
"BBL",8131,"GSGO",-75.23491,38.51734,2020-02-28,1,1,1
"BBL",12294,"WODU",-75.23491,38.51734,2021-10-30,1,1,1
"BBL",8939,"MALL",-75.23583,38.77761,2016-12-23,1,1,1
"BBL",8174,"GSGO",-75.23583,38.77761,2021-01-02,1,1,1
"BBL",1429,"AGWT",-75.23587,38.25067,2021-11-26,1,1,1
"BBL",7484,"GSGO",-75.23588,38.5915,2017-03-03,1,1,1
"BBL",467,"ABDU",-75.23609,38.32262,2018-01-13,1,1,1
"BBL",11878,"WODU",-75.23609,38.32262,2020-01-25,1,1,1
"BBL",2579,"CAGO",-75.23625,38.41743,2016-12-28,1,1,1
"BBL",825,"ABDU",-75.2372,38.82154,2020-01-08,1,1,1
"BBL",3702,"CAGO",-75.23722,38.80758,2017-12-19,1,1,1
"BBL",1363,"AGWT",-75.23827,38.82107,2020-10-30,1,1,1
"BBL",5188,"CAGO",-75.23958,38.81014,2019-01-09,1,1,1
"BBL",1119,"ABDU",-75.23962,38.5588,2021-11-25,1,1,1
"BBL",5172,"CAGO",-75.24091,38.81803,2019-01-07,2,1,2
"BBL",5965,"CAGO",-75.24147,38.7998,2020-01-04,1,1,1
"BBL",9769,"MALL",-75.24201,38.80785,2018-01-27,1,1,1
"BBL",7305,"GSGO",-75.24381,38.85564,2016-12-28,1,1,1
"BBL",49,"ABDU",-75.24443,38.72635,2016-01-26,1,1,1
"BBL",7184,"GSGO",-75.24443,38.82887,2016-01-07,1,1,1
"BBL",9054,"MALL",-75.24443,38.82887,2017-01-09,1,1,1
"BBL",7968,"GSGO",-75.24443,38.82887,2019-12-20,2,1,2
"BBL",8353,"GSGO",-75.24443,38.82887,2021-03-06,1,1,1
"BBL",6384,"CAGO",-75.24461,38.42597,2020-09-11,1,1,1
"BBL",1241,"AGWT",-75.24479,38.37317,2017-12-23,1,1,1
"BBL",7564,"GSGO",-75.24574,38.50579,2018-01-07,1,1,1
"BBL",1865,"CAGO",-75.24574,38.54928,2016-01-30,1,1,1
