"Survey","RowID","AOU","X","Y","SurveyID","Date","Count","Occ","SurvArea"
"MWS",18,"ABDU",-76.1772822409089,39.1136301800168,"MD_ChesterRiver",2017-01-15,1398,1,283.904928598229
"MWS",19,"ABDU",-76.1772822409089,39.1136301800168,"MD_ChesterRiver",2018-01-05,2275,1,283.904928598229
"MWS",20,"ABDU",-76.1772822409089,39.1136301800168,"MD_ChesterRiver",2019-01-02,2488,1,283.904928598229
"MWS",21,"ABDU",-76.1098775075959,38.7363594902703,"MD_CookptToRoute50Bridge",2016-01-03,175,1,295.474369761237
"MWS",22,"ABDU",-76.1098775075959,38.7363594902703,"MD_CookptToRoute50Bridge",2017-01-05,246,1,295.474369761237
"MWS",23,"ABDU",-76.1098775075959,38.7363594902703,"MD_CookptToRoute50Bridge",2018-01-02,354,1,295.474369761237
"MWS",24,"ABDU",-76.1098775075959,38.7363594902703,"MD_CookptToRoute50Bridge",2019-01-02,308,1,295.474369761237
"MWS",25,"ABDU",-76.1937479037539,38.9116227606128,"MD_EasternBay",2016-01-03,428,1,149.129511256456
"MWS",26,"ABDU",-76.1937479037539,38.9116227606128,"MD_EasternBay",2017-01-05,575,1,149.129511256456
"MWS",27,"ABDU",-76.1937479037539,38.9116227606128,"MD_EasternBay",2018-01-07,232,1,149.129511256456
"MWS",28,"ABDU",-76.1937479037539,38.9116227606128,"MD_EasternBay",2019-01-03,182,1,149.129511256456
"MWS",29,"ABDU",-76.0679089423675,39.5486490803466,"MD_Elk",2016-01-03,27,1,181.460729382802
"MWS",30,"ABDU",-76.0679089423675,39.5486490803466,"MD_Elk",2017-01-05,393,1,181.460729382802
"MWS",31,"ABDU",-76.0679089423675,39.5486490803466,"MD_Elk",2019-01-02,100,1,181.460729382802
"MWS",32,"ABDU",-75.9790427908378,38.3181104148517,"MD_FishingBay",2016-01-06,324,1,125.814783960995
"MWS",33,"ABDU",-75.9790427908378,38.3181104148517,"MD_FishingBay",2017-01-04,0,0,125.814783960995
"MWS",34,"ABDU",-75.9790427908378,38.3181104148517,"MD_FishingBay",2018-01-03,0,0,125.814783960995
"MWS",35,"ABDU",-75.9790427908378,38.3181104148517,"MD_FishingBay",2019-01-03,0,0,125.814783960995
"MWS",36,"ABDU",-76.0679089423675,39.5486490803466,"MD_Flats",2016-01-03,135,1,56.7527531829957
"MWS",37,"ABDU",-76.0679089423675,39.5486490803466,"MD_Flats",2017-01-05,585,1,56.7527531829957
"MWS",38,"ABDU",-76.0679089423675,39.5486490803466,"MD_Flats",2018-01-02,1100,1,56.7527531829957
"MWS",39,"ABDU",-76.0679089423675,39.5486490803466,"MD_Flats",2019-01-02,0,0,56.7527531829957
"MWS",40,"ABDU",-76.1659059862121,38.3210141171786,"MD_Honga",2016-01-06,297,1,110.202500418742
"MWS",41,"ABDU",-76.1659059862121,38.3210141171786,"MD_Honga",2017-01-04,228,1,110.202500418742
"MWS",42,"ABDU",-76.1659059862121,38.3210141171786,"MD_Honga",2018-01-02,1749,1,110.202500418742
"MWS",43,"ABDU",-76.1659059862121,38.3210141171786,"MD_Honga",2019-01-02,122,1,110.202500418742
"MWS",44,"ABDU",-76.1821793827773,39.2427307419652,"MD_KentCountyBayshore",2016-01-03,50,1,83.5353059135773
"MWS",45,"ABDU",-76.1821793827773,39.2427307419652,"MD_KentCountyBayshore",2017-01-15,0,0,83.5353059135773
"MWS",46,"ABDU",-76.1821793827773,39.2427307419652,"MD_KentCountyBayshore",2018-01-02,0,0,83.5353059135773
"MWS",47,"ABDU",-76.1821793827773,39.2427307419652,"MD_KentCountyBayshore",2019-01-02,435,1,83.5353059135773
"MWS",48,"ABDU",-76.3623449291432,38.9382151589516,"MD_KentIslandBayshore",2016-01-03,0,0,29.3822394907325
"MWS",49,"ABDU",-76.3623449291432,38.9382151589516,"MD_KentIslandBayshore",2017-01-15,0,0,29.3822394907325
"MWS",50,"ABDU",-76.3623449291432,38.9382151589516,"MD_KentIslandBayshore",2018-01-02,0,0,29.3822394907325
"MWS",51,"ABDU",-76.3623449291432,38.9382151589516,"MD_KentIslandBayshore",2019-01-03,8,1,29.3822394907325
"MWS",52,"ABDU",-76.1850892774811,38.5221116455495,"MD_LittleChoptank",2016-01-03,85,1,149.846789090774
"MWS",53,"ABDU",-76.1850892774811,38.5221116455495,"MD_LittleChoptank",2017-01-04,259,1,149.846789090774
"MWS",54,"ABDU",-76.1850892774811,38.5221116455495,"MD_LittleChoptank",2018-01-02,288,1,149.846789090774
"MWS",55,"ABDU",-76.1850892774811,38.5221116455495,"MD_LittleChoptank",2019-01-02,181,1,149.846789090774
"MWS",56,"ABDU",-76.1106780277961,38.800208266287,"MD_Miles",2016-01-05,150,1,58.1762524677519
"MWS",57,"ABDU",-76.1106780277961,38.800208266287,"MD_Miles",2017-01-05,225,1,58.1762524677519
"MWS",58,"ABDU",-76.1106780277961,38.800208266287,"MD_Miles",2018-01-07,150,1,58.1762524677519
"MWS",59,"ABDU",-76.1106780277961,38.800208266287,"MD_Miles",2019-01-03,18,1,58.1762524677519
"MWS",60,"ABDU",-75.9527657317399,38.1442215563626,"MD_NanticokeWicomico",2016-01-06,3295,1,229.781585942936
"MWS",61,"ABDU",-75.9527657317399,38.1442215563626,"MD_NanticokeWicomico",2017-01-04,2234,1,229.781585942936
"MWS",62,"ABDU",-75.9527657317399,38.1442215563626,"MD_NanticokeWicomico",2018-01-02,6984,1,229.781585942936
"MWS",63,"ABDU",-75.9527657317399,38.1442215563626,"MD_NanticokeWicomico",2019-01-03,1367,1,229.781585942936
"MWS",64,"ABDU",-76.6050815783012,38.4570160113239,"MD_PatuxentRiver",2016-01-03,773,1,307.694646964223
"MWS",65,"ABDU",-76.6050815783012,38.4570160113239,"MD_PatuxentRiver",2017-01-06,2766,1,307.694646964223
"MWS",66,"ABDU",-76.6050815783012,38.4570160113239,"MD_PatuxentRiver",2018-01-03,2452,1,307.694646964223
"MWS",67,"ABDU",-76.6050815783012,38.4570160113239,"MD_PatuxentRiver",2019-01-03,1270,1,307.694646964223
"MWS",68,"ABDU",-75.8062135702852,38.0466876049587,"MD_PokomokeManokinAnnimessex",2016-01-06,1828,1,285.622951572558
"MWS",69,"ABDU",-75.8062135702852,38.0466876049587,"MD_PokomokeManokinAnnimessex",2017-01-04,1673,1,285.622951572558
"MWS",70,"ABDU",-75.8062135702852,38.0466876049587,"MD_PokomokeManokinAnnimessex",2018-01-02,4721,1,285.622951572558
"MWS",71,"ABDU",-75.8062135702852,38.0466876049587,"MD_PokomokeManokinAnnimessex",2019-01-03,1242,1,285.622951572558
"MWS",72,"ABDU",-76.5342594914713,38.1778443206536,"MD_RockPointToPointLookout",2016-01-05,60,1,206.670846245746
"MWS",73,"ABDU",-76.5342594914713,38.1778443206536,"MD_RockPointToPointLookout",2017-01-06,25,1,206.670846245746
"MWS",74,"ABDU",-76.5342594914713,38.1778443206536,"MD_RockPointToPointLookout",2018-01-03,68,1,206.670846245746
"MWS",75,"ABDU",-76.5342594914713,38.1778443206536,"MD_RockPointToPointLookout",2019-01-03,9,1,206.670846245746
"MWS",76,"ABDU",-77.1615755641786,38.4397719252069,"MD_RockptToQuantico",2016-01-05,285,1,175.790138510289
"MWS",77,"ABDU",-77.1615755641786,38.4397719252069,"MD_RockptToQuantico",2017-01-06,254,1,175.790138510289
"MWS",78,"ABDU",-77.1615755641786,38.4397719252069,"MD_RockptToQuantico",2018-01-05,402,1,175.790138510289
"MWS",79,"ABDU",-77.1615755641786,38.4397719252069,"MD_RockptToQuantico",2019-01-03,221,1,175.790138510289
"MWS",80,"ABDU",-75.9186131387713,39.3668585101033,"MD_Sassafrass",2016-01-03,175,1,81.8092196813435
"MWS",81,"ABDU",-75.9186131387713,39.3668585101033,"MD_Sassafrass",2017-01-05,340,1,81.8092196813435
"MWS",82,"ABDU",-75.9186131387713,39.3668585101033,"MD_Sassafrass",2018-01-02,575,1,81.8092196813435
"MWS",83,"ABDU",-75.9186131387713,39.3668585101033,"MD_Sassafrass",2019-01-02,672,1,81.8092196813435
"MWS",84,"ABDU",-76.53138601103,39.0247521894985,"MD_SevernToMagothy",2016-01-03,0,0,147.315265429594
"MWS",85,"ABDU",-76.53138601103,39.0247521894985,"MD_SevernToMagothy",2017-01-05,30,1,147.315265429594
"MWS",86,"ABDU",-76.53138601103,39.0247521894985,"MD_SevernToMagothy",2018-01-03,186,1,147.315265429594
"MWS",87,"ABDU",-76.53138601103,39.0247521894985,"MD_SevernToMagothy",2019-01-02,8,1,147.315265429594
"MWS",88,"ABDU",-76.0166569790611,37.9761022774108,"MD_SmithIsland",2016-01-07,598,1,111.030432575504
"MWS",89,"ABDU",-76.0166569790611,37.9761022774108,"MD_SmithIsland",2017-01-09,1602,1,111.030432575504
"MWS",90,"ABDU",-76.0166569790611,37.9761022774108,"MD_SmithIsland",2018-01-22,1059,1,111.030432575504
"MWS",91,"ABDU",-76.0166569790611,37.9761022774108,"MD_SmithIsland",2019-01-15,1036,1,111.030432575504
"MWS",92,"ABDU",-76.5349199332896,38.8334980368026,"MD_SouthToChesBeach",2016-01-03,15,1,108.830545386008
"MWS",93,"ABDU",-76.5349199332896,38.8334980368026,"MD_SouthToChesBeach",2017-01-06,138,1,108.830545386008
"MWS",94,"ABDU",-76.5349199332896,38.8334980368026,"MD_SouthToChesBeach",2018-01-03,142,1,108.830545386008
"MWS",95,"ABDU",-76.5349199332896,38.8334980368026,"MD_SouthToChesBeach",2019-01-02,18,1,108.830545386008
"MWS",96,"ABDU",-76.2542984677264,38.3282002048939,"MD_TaylorAndHoppers",2016-01-06,191,1,45.6071728721944
"MWS",97,"ABDU",-76.2542984677264,38.3282002048939,"MD_TaylorAndHoppers",2017-01-04,138,1,45.6071728721944
"MWS",98,"ABDU",-76.2542984677264,38.3282002048939,"MD_TaylorAndHoppers",2018-01-22,64,1,45.6071728721944
"MWS",99,"ABDU",-76.2542984677264,38.3282002048939,"MD_TaylorAndHoppers",2019-01-02,112,1,45.6071728721944
"MWS",100,"ABDU",-75.9470716315832,38.6548106866219,"MD_UpperChoptank",2016-01-05,162,1,101.925485573421
"MWS",101,"ABDU",-75.9470716315832,38.6548106866219,"MD_UpperChoptank",2017-01-04,277,1,101.925485573421
"MWS",102,"ABDU",-75.9470716315832,38.6548106866219,"MD_UpperChoptank",2018-01-02,434,1,101.925485573421
"MWS",103,"ABDU",-75.9470716315832,38.6548106866219,"MD_UpperChoptank",2019-01-02,451,1,101.925485573421
"MWS",104,"ABDU",-76.8726502176908,38.3357416228359,"MD_WicomicoRiver",2016-01-05,229,1,66.9165696443301
"MWS",105,"ABDU",-76.8726502176908,38.3357416228359,"MD_WicomicoRiver",2017-01-06,19,1,66.9165696443301
"MWS",106,"ABDU",-76.8726502176908,38.3357416228359,"MD_WicomicoRiver",2018-01-03,422,1,66.9165696443301
"MWS",107,"ABDU",-76.8726502176908,38.3357416228359,"MD_WicomicoRiver",2019-01-03,104,1,66.9165696443301
"MWS",108,"ABDU",-76.1521177221814,38.9132499834591,"MD_Wye",2016-01-05,71,1,89.1257495265586
"MWS",109,"ABDU",-76.1521177221814,38.9132499834591,"MD_Wye",2017-01-05,504,1,89.1257495265586
"MWS",110,"ABDU",-76.1521177221814,38.9132499834591,"MD_Wye",2018-01-07,285,1,89.1257495265586
"MWS",111,"ABDU",-76.1521177221814,38.9132499834591,"MD_Wye",2019-01-03,678,1,89.1257495265586
"MWS",112,"ABDU",-76.8387529478484,37.3393561393672,"VA_Chickahominey",2016-01-04,64,1,104.951355136978
"MWS",113,"ABDU",-76.8387529478484,37.3393561393672,"VA_Chickahominey",2017-01-06,47,1,104.951355136978
"MWS",114,"ABDU",-76.8387529478484,37.3393561393672,"VA_Chickahominey",2018-01-05,65,1,104.951355136978
"MWS",115,"ABDU",-76.8387529478484,37.3393561393672,"VA_Chickahominey",2019-01-03,0,0,104.951355136978
"MWS",116,"ABDU",-75.9594115259707,37.0972490397488,"VA_FishermansIsland",2016-01-04,48,1,16.2435579362951
"MWS",117,"ABDU",-75.9594115259707,37.0972490397488,"VA_FishermansIsland",2017-01-06,150,1,16.2435579362951
"MWS",118,"ABDU",-75.9594115259707,37.0972490397488,"VA_FishermansIsland",2018-01-05,285,1,16.2435579362951
"MWS",119,"ABDU",-75.9594115259707,37.0972490397488,"VA_FishermansIsland",2019-01-03,113,1,16.2435579362951
"MWS",120,"ABDU",-76.4030719776213,36.8976274941388,"VA_HamptonRoads",2016-01-04,50,1,84.0565874668568
"MWS",121,"ABDU",-76.4030719776213,36.8976274941388,"VA_HamptonRoads",2017-01-06,35,1,84.0565874668568
"MWS",122,"ABDU",-76.4030719776213,36.8976274941388,"VA_HamptonRoads",2018-01-05,0,0,84.0565874668568
"MWS",123,"ABDU",-76.4030719776213,36.8976274941388,"VA_HamptonRoads",2019-01-03,0,0,84.0565874668568
"MWS",124,"ABDU",-76.6808360907295,37.1784458055356,"VA_HogIsland",2016-01-04,117,1,13.0237773159897
"MWS",125,"ABDU",-76.6808360907295,37.1784458055356,"VA_HogIsland",2017-01-06,291,1,13.0237773159897
"MWS",126,"ABDU",-76.6808360907295,37.1784458055356,"VA_HogIsland",2018-01-05,300,1,13.0237773159897
"MWS",127,"ABDU",-76.6808360907295,37.1784458055356,"VA_HogIsland",2019-01-03,125,1,13.0237773159897
"MWS",128,"ABDU",-75.9895797046777,37.3247862885569,"VA_LowerBayside",2016-01-04,120,1,148.249033818314
"MWS",129,"ABDU",-75.9895797046777,37.3247862885569,"VA_LowerBayside",2017-01-06,300,1,148.249033818314
"MWS",130,"ABDU",-75.9895797046777,37.3247862885569,"VA_LowerBayside",2018-01-05,70,1,148.249033818314
"MWS",131,"ABDU",-75.9895797046777,37.3247862885569,"VA_LowerBayside",2019-01-03,80,1,148.249033818314
"MWS",132,"ABDU",-76.6660899200903,37.0501784499535,"VA_LowerJames",2016-01-04,12,1,87.5860673576259
"MWS",133,"ABDU",-76.6660899200903,37.0501784499535,"VA_LowerJames",2017-01-06,52,1,87.5860673576259
"MWS",134,"ABDU",-76.6660899200903,37.0501784499535,"VA_LowerJames",2018-01-05,25,1,87.5860673576259
"MWS",135,"ABDU",-76.6660899200903,37.0501784499535,"VA_LowerJames",2019-01-03,0,0,87.5860673576259
"MWS",136,"ABDU",-76.9071866052457,38.1894359495619,"VA_LowerPotomac",2016-01-04,375,1,194.987046704151
"MWS",137,"ABDU",-76.9071866052457,38.1894359495619,"VA_LowerPotomac",2017-01-06,32,1,194.987046704151
"MWS",138,"ABDU",-76.9071866052457,38.1894359495619,"VA_LowerPotomac",2018-01-05,193,1,194.987046704151
"MWS",139,"ABDU",-76.9071866052457,38.1894359495619,"VA_LowerPotomac",2019-01-03,177,1,194.987046704151
"MWS",140,"ABDU",-76.6259713900241,37.7922582871266,"VA_LowerRappahannock",2016-01-04,12,1,227.974751956984
"MWS",141,"ABDU",-76.6259713900241,37.7922582871266,"VA_LowerRappahannock",2017-01-06,520,1,227.974751956984
"MWS",142,"ABDU",-76.6259713900241,37.7922582871266,"VA_LowerRappahannock",2018-01-05,203,1,227.974751956984
"MWS",143,"ABDU",-76.6259713900241,37.7922582871266,"VA_LowerRappahannock",2019-01-03,87,1,227.974751956984
"MWS",144,"ABDU",-76.907432844564,37.6683782036762,"VA_MattaponiRiver",2016-01-04,4,1,85.2276243159793
"MWS",145,"ABDU",-76.907432844564,37.6683782036762,"VA_MattaponiRiver",2017-01-06,382,1,85.2276243159793
"MWS",146,"ABDU",-76.907432844564,37.6683782036762,"VA_MattaponiRiver",2018-01-05,134,1,85.2276243159793
"MWS",147,"ABDU",-76.907432844564,37.6683782036762,"VA_MattaponiRiver",2019-01-03,70,1,85.2276243159793
"MWS",148,"ABDU",-76.4059871499048,37.432783607207,"VA_Mobjack",2016-01-04,12,1,367.044639293765
"MWS",149,"ABDU",-76.4059871499048,37.432783607207,"VA_Mobjack",2017-01-06,15,1,367.044639293765
"MWS",150,"ABDU",-76.4059871499048,37.432783607207,"VA_Mobjack",2018-01-05,287,1,367.044639293765
"MWS",151,"ABDU",-76.4059871499048,37.432783607207,"VA_Mobjack",2019-01-03,6,1,367.044639293765
"MWS",152,"ABDU",-77.0721561473398,37.6024769291626,"VA_Pamunkey",2016-01-04,362,1,136.85953744111
"MWS",153,"ABDU",-77.0721561473398,37.6024769291626,"VA_Pamunkey",2017-01-06,1781,1,136.85953744111
"MWS",154,"ABDU",-77.0721561473398,37.6024769291626,"VA_Pamunkey",2018-01-05,4037,1,136.85953744111
"MWS",155,"ABDU",-77.0721561473398,37.6024769291626,"VA_Pamunkey",2019-01-03,1785,1,136.85953744111
"MWS",156,"ABDU",-76.4386288380302,37.1308535411625,"VA_Poquosin",2016-01-04,0,0,141.536297042195
"MWS",157,"ABDU",-76.4386288380302,37.1308535411625,"VA_Poquosin",2017-01-06,25,1,141.536297042195
"MWS",158,"ABDU",-76.4386288380302,37.1308535411625,"VA_Poquosin",2018-01-05,575,1,141.536297042195
"MWS",159,"ABDU",-76.4386288380302,37.1308535411625,"VA_Poquosin",2019-01-03,0,0,141.536297042195
"MWS",160,"ABDU",-77.2579023799643,37.362721114521,"VA_Presquile",2016-01-04,650,1,10.8696678391702
"MWS",161,"ABDU",-77.2579023799643,37.362721114521,"VA_Presquile",2017-01-06,595,1,10.8696678391702
"MWS",162,"ABDU",-77.2579023799643,37.362721114521,"VA_Presquile",2018-01-05,2450,1,10.8696678391702
"MWS",163,"ABDU",-77.2579023799643,37.362721114521,"VA_Presquile",2019-01-03,360,1,10.8696678391702
"MWS",164,"ABDU",-75.8095576648407,37.7276545402129,"VA_UpperBayside",2016-01-04,2914,1,310.686440620956
"MWS",165,"ABDU",-75.8095576648407,37.7276545402129,"VA_UpperBayside",2017-01-06,1127,1,310.686440620956
"MWS",166,"ABDU",-75.8095576648407,37.7276545402129,"VA_UpperBayside",2018-01-05,2625,1,310.686440620956
"MWS",167,"ABDU",-75.8095576648407,37.7276545402129,"VA_UpperBayside",2019-01-03,1109,1,310.686440620956
"MWS",168,"ABDU",-76.8402300903228,37.2419600170351,"VA_UpperJames",2016-01-04,359,1,385.914651216874
"MWS",169,"ABDU",-76.8402300903228,37.2419600170351,"VA_UpperJames",2017-01-06,730,1,385.914651216874
"MWS",170,"ABDU",-76.8402300903228,37.2419600170351,"VA_UpperJames",2018-01-05,1280,1,385.914651216874
"MWS",171,"ABDU",-76.8402300903228,37.2419600170351,"VA_UpperJames",2019-01-03,364,1,385.914651216874
"MWS",172,"ABDU",-77.298327501894,38.5120151884021,"VA_UpperPotomac",2016-01-04,3463,1,128.656179663157
"MWS",173,"ABDU",-77.298327501894,38.5120151884021,"VA_UpperPotomac",2017-01-06,1531,1,128.656179663157
"MWS",174,"ABDU",-77.298327501894,38.5120151884021,"VA_UpperPotomac",2018-01-05,2478,1,128.656179663157
"MWS",175,"ABDU",-77.298327501894,38.5120151884021,"VA_UpperPotomac",2019-01-03,732,1,128.656179663157
"MWS",176,"ABDU",-76.9246973126451,38.0411921533021,"VA_UpperRappahannock",2016-01-04,741,1,174.802536115161
"MWS",177,"ABDU",-76.9246973126451,38.0411921533021,"VA_UpperRappahannock",2017-01-06,3918,1,174.802536115161
"MWS",178,"ABDU",-76.9246973126451,38.0411921533021,"VA_UpperRappahannock",2018-01-05,789,1,174.802536115161
"MWS",179,"ABDU",-76.9246973126451,38.0411921533021,"VA_UpperRappahannock",2019-01-03,661,1,174.802536115161
"MWS",180,"ABDU",-76.3287929075274,37.7366061776039,"VA_WesterBay",2016-01-04,9,1,130.43752364693
"MWS",181,"ABDU",-76.3287929075274,37.7366061776039,"VA_WesterBay",2017-01-06,4,1,130.43752364693
"MWS",182,"ABDU",-76.3287929075274,37.7366061776039,"VA_WesterBay",2018-01-05,30,1,130.43752364693
"MWS",183,"ABDU",-76.3287929075274,37.7366061776039,"VA_WesterBay",2019-01-03,12,1,130.43752364693
"MWS",184,"ABDU",-76.6562501154695,37.4010003800234,"VA_YorkRiver",2016-01-04,556,1,175.239504416362
"MWS",185,"ABDU",-76.6562501154695,37.4010003800234,"VA_YorkRiver",2017-01-06,267,1,175.239504416362
"MWS",186,"ABDU",-76.6562501154695,37.4010003800234,"VA_YorkRiver",2018-01-05,805,1,175.239504416362
"MWS",187,"ABDU",-76.6562501154695,37.4010003800234,"VA_YorkRiver",2019-01-03,97,1,175.239504416362
"MWS",188,"AGWT",-76.1127455146021,38.4320111399064,"MD_Blackwater",2016-01-07,311,1,159.343903584564
"MWS",189,"AGWT",-76.1127455146021,38.4320111399064,"MD_Blackwater",2017-01-09,0,0,159.343903584564
"MWS",190,"AGWT",-76.1127455146021,38.4320111399064,"MD_Blackwater",2018-01-22,0,0,159.343903584564
"MWS",191,"AGWT",-76.1127455146021,38.4320111399064,"MD_Blackwater",2019-01-15,45,1,159.343903584564
"MWS",192,"AGWT",-76.0578356113,38.1746411090024,"MD_Bloodsworth",2016-01-07,2,1,137.101041666194
"MWS",193,"AGWT",-76.0578356113,38.1746411090024,"MD_Bloodsworth",2017-01-09,0,0,137.101041666194
"MWS",194,"AGWT",-76.0578356113,38.1746411090024,"MD_Bloodsworth",2018-01-05,0,0,137.101041666194
"MWS",195,"AGWT",-76.0578356113,38.1746411090024,"MD_Bloodsworth",2019-01-15,0,0,137.101041666194
"MWS",196,"AGWT",-76.5896103519763,39.2660516507814,"MD_BushToPatapsco",2016-01-03,40,1,199.542988271883
"MWS",197,"AGWT",-76.5896103519763,39.2660516507814,"MD_BushToPatapsco",2017-01-05,0,0,199.542988271883
"MWS",198,"AGWT",-76.5896103519763,39.2660516507814,"MD_BushToPatapsco",2018-01-03,0,0,199.542988271883
"MWS",199,"AGWT",-76.5896103519763,39.2660516507814,"MD_BushToPatapsco",2019-01-02,306,1,199.542988271883
"MWS",200,"AGWT",-76.5239369359543,38.5357402071382,"MD_ChesBeachToCovePoint",2016-01-03,0,0,40.8462260354502
"MWS",201,"AGWT",-76.5239369359543,38.5357402071382,"MD_ChesBeachToCovePoint",2017-01-06,50,1,40.8462260354502
"MWS",202,"AGWT",-76.5239369359543,38.5357402071382,"MD_ChesBeachToCovePoint",2018-01-03,0,0,40.8462260354502
"MWS",203,"AGWT",-76.5239369359543,38.5357402071382,"MD_ChesBeachToCovePoint",2019-01-02,12,1,40.8462260354502
"MWS",204,"AGWT",-76.1772822409089,39.1136301800168,"MD_ChesterRiver",2016-01-03,0,0,283.904928598229
"MWS",205,"AGWT",-76.1772822409089,39.1136301800168,"MD_ChesterRiver",2017-01-15,0,0,283.904928598229
"MWS",206,"AGWT",-76.1772822409089,39.1136301800168,"MD_ChesterRiver",2018-01-05,0,0,283.904928598229
"MWS",207,"AGWT",-76.1772822409089,39.1136301800168,"MD_ChesterRiver",2019-01-02,0,0,283.904928598229
"MWS",208,"AGWT",-76.1098775075959,38.7363594902703,"MD_CookptToRoute50Bridge",2016-01-03,50,1,295.474369761237
"MWS",209,"AGWT",-76.1098775075959,38.7363594902703,"MD_CookptToRoute50Bridge",2017-01-05,0,0,295.474369761237
"MWS",210,"AGWT",-76.1098775075959,38.7363594902703,"MD_CookptToRoute50Bridge",2018-01-02,0,0,295.474369761237
"MWS",211,"AGWT",-76.1098775075959,38.7363594902703,"MD_CookptToRoute50Bridge",2019-01-02,15,1,295.474369761237
"MWS",212,"AGWT",-76.1937479037539,38.9116227606128,"MD_EasternBay",2016-01-03,0,0,149.129511256456
"MWS",213,"AGWT",-76.1937479037539,38.9116227606128,"MD_EasternBay",2017-01-05,0,0,149.129511256456
"MWS",214,"AGWT",-76.1937479037539,38.9116227606128,"MD_EasternBay",2018-01-07,0,0,149.129511256456
"MWS",215,"AGWT",-76.1937479037539,38.9116227606128,"MD_EasternBay",2019-01-03,0,0,149.129511256456
"MWS",216,"AGWT",-76.0679089423675,39.5486490803466,"MD_Elk",2016-01-03,0,0,181.460729382802
"MWS",217,"AGWT",-76.0679089423675,39.5486490803466,"MD_Elk",2017-01-05,0,0,181.460729382802
"MWS",218,"AGWT",-76.0679089423675,39.5486490803466,"MD_Elk",2019-01-02,0,0,181.460729382802
"MWS",219,"AGWT",-75.9790427908378,38.3181104148517,"MD_FishingBay",2016-01-06,20,1,125.814783960995
"MWS",220,"AGWT",-75.9790427908378,38.3181104148517,"MD_FishingBay",2017-01-04,0,0,125.814783960995
"MWS",221,"AGWT",-75.9790427908378,38.3181104148517,"MD_FishingBay",2018-01-03,0,0,125.814783960995
"MWS",222,"AGWT",-75.9790427908378,38.3181104148517,"MD_FishingBay",2019-01-03,0,0,125.814783960995
"MWS",223,"AGWT",-76.0679089423675,39.5486490803466,"MD_Flats",2016-01-03,0,0,56.7527531829957
"MWS",224,"AGWT",-76.0679089423675,39.5486490803466,"MD_Flats",2017-01-05,0,0,56.7527531829957
"MWS",225,"AGWT",-76.0679089423675,39.5486490803466,"MD_Flats",2018-01-02,0,0,56.7527531829957
"MWS",226,"AGWT",-76.0679089423675,39.5486490803466,"MD_Flats",2019-01-02,0,0,56.7527531829957
"MWS",227,"AGWT",-76.1659059862121,38.3210141171786,"MD_Honga",2016-01-06,23,1,110.202500418742
"MWS",228,"AGWT",-76.1659059862121,38.3210141171786,"MD_Honga",2017-01-04,62,1,110.202500418742
"MWS",229,"AGWT",-76.1659059862121,38.3210141171786,"MD_Honga",2018-01-02,0,0,110.202500418742
"MWS",230,"AGWT",-76.1659059862121,38.3210141171786,"MD_Honga",2019-01-02,0,0,110.202500418742
"MWS",231,"AGWT",-76.1821793827773,39.2427307419652,"MD_KentCountyBayshore",2016-01-03,0,0,83.5353059135773
